Business ID,Business name,Store ID,Store name,Merchant store ID,Payout date,Currency,Channel,Subtotal,Subtotal tax passed to merchant,Commission,Payment processing fee,Marketing fees | (including any applicable taxes),Customer discounts from marketing | (funded by you),Customer discounts from marketing | (funded by DoorDash),Customer discounts from marketing | (funded by a third-party),DoorDash marketing credit,Third-party contribution,Error charges,Adjustments,Net total,Subtotal tax remitted by DoorDash to tax authorities,Payout ID,Payout status
5579,McDonald's,1170194,McDonald's (7988-NORWALK-MILAN),7988,2025-07-28,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.92,21.92,0.00,502074296,PAID
5579,McDonald's,1170194,McDonald's (7988-NORWALK-MILAN),7988,2025-07-21,USD,Marketplace,5186.72,0.00,-654.74,0.00,-6.93,-222.42,-79.78,0.00,79.78,0.00,-16.92,7.00,4292.71,-13.20,500285567,PAID
5579,McDonald's,1170194,McDonald's (7988-NORWALK-MILAN),7988,2025-07-21,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.14,33.14,0.00,500285567,PAID
5579,McDonald's,1170194,McDonald's (7988-NORWALK-MILAN),7988,2025-07-14,USD,Marketplace,6628.82,0.00,-801.16,0.00,-8.91,-516.85,-43.50,0.00,43.50,0.00,-53.06,101.83,5350.67,-13.67,498481765,PAID
5579,McDonald's,1170194,McDonald's (7988-NORWALK-MILAN),7988,2025-07-14,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.79,69.79,0.00,498481765,PAID
5579,McDonald's,1170194,McDonald's (7988-NORWALK-MILAN),7988,2025-07-07,USD,Marketplace,6255.14,0.00,-744.52,0.00,-23.76,-625.39,-142.91,0.00,142.91,0.00,-145.31,62.62,4778.78,-14.30,496703987,PAID
5579,McDonald's,1170194,McDonald's (7988-NORWALK-MILAN),7988,2025-07-07,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.11,26.11,0.00,496703987,PAID
5579,McDonald's,1170194,McDonald's (7988-NORWALK-MILAN),7988,2025-06-30,USD,Marketplace,5222.40,0.00,-658.12,0.00,-28.34,-224.00,-77.41,0.00,99.81,0.00,-23.52,47.95,4358.77,-11.18,494946093,PAID
5579,McDonald's,1170194,McDonald's (7988-NORWALK-MILAN),7988,2025-06-30,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.77,14.77,0.00,494946093,PAID
5579,McDonald's,1170194,McDonald's (7988-NORWALK-MILAN),7988,2025-06-23,USD,Marketplace,5171.52,0.00,-667.85,0.00,-5.94,-147.46,-64.92,-15.00,64.92,15.00,-14.77,9.36,4344.86,-13.77,493184567,PAID
5579,McDonald's,1170194,McDonald's (7988-NORWALK-MILAN),7988,2025-06-23,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.64,28.64,0.00,493184567,PAID
