Campaign UUID,Offer type,Status,Start date,End date,Stores,Audience,Sales (USD),New customers,Orders,Uber funding (%),Items
f077a673-33f9-4e22-af7b-c8f1528a4794,"Spend 20, Save 5",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$21",1,1,0,""
9b178b29-748e-4bc7-95b3-7f2be112b3f5,"Buy 1, Get 1 Free",COMPLETED,"Aug 10, 2025","Aug 11, 2025",1,"Custom audience","$0",0,0,0,""
14037c28-c8a6-4449-8cdc-0ce7c63be3f9,"Free Item (Spend 20)",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
c2803694-807c-4f8e-8256-23ecd73038ac,"Buy 1, Get 1 Free",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
920fd0ad-7eff-4a66-bf4e-484141656ed7,"Spend 20, Save 5",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$171",2,6,0,""
679dba8e-16fd-4852-b3f1-10b2eb99c8de,"Buy 1, Get 1 Free",COMPLETED,"Aug 10, 2025","Aug 11, 2025",1,"Custom audience","$0",0,0,0,""
6108f50b-b57c-48ab-858e-d0e7bb2d2c73,"Free Item (Spend 20)",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
da09aae0-54cf-4744-b704-5945b0fbd73e,"Buy 1, Get 1 Free",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
e9ce6791-951e-4e0b-b6a2-090614f81bac,"Spend 20, Save 5",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$59",2,2,0,""
c455df36-af3a-4528-b6f5-510bd7e62b6e,"Buy 1, Get 1 Free",COMPLETED,"Aug 10, 2025","Aug 11, 2025",1,"Custom audience","$0",0,0,0,""
91d8bc5d-f33b-4f56-986f-1155e335ca07,"Free Item (Spend 20)",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$39",1,1,0,"Sausage Egg McMuffin® Meal"
128a0ca8-a4bc-488f-9be0-083863a6ec4a,"Buy 1, Get 1 Free",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
0ace4195-8d16-47be-92af-faf77dd2e177,"Buy 1, Get 1 Free",COMPLETED,"Aug 10, 2025","Aug 11, 2025",1,"Custom audience","$0",0,0,0,""
4e01677a-2800-443e-97f7-6f8265732903,"Free Item (Spend 20)",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
ed2675c8-21ca-48ef-b786-835164ca67bb,"Buy 1, Get 1 Free",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
f27caaea-0a8d-40ef-a6eb-9e16bab012cc,"Spend 20, Save 5",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$37",0,1,0,""
de513b1f-395b-4736-99ce-b3102c946253,"Buy 1, Get 1 Free",COMPLETED,"Aug 10, 2025","Aug 11, 2025",1,"Custom audience","$0",0,0,0,""
